State_Name,District_Name,Crop_Year,Season,Area (Hectare),Production (Tonnes),yield (Tonne/Hectare)
Uttar Pradesh,SANT KABEER NAGAR,2015,Kharif,2273.0,13925300.0,6126.396832
Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif,946.0,6031000.0,6375.264271
Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif,1100.0,7235900.0,6578.090909
Uttar Pradesh,SANT RAVIDAS NAGAR,2015,Kharif,1094.0,7333300.0,6703.199269
Uttar Pradesh,SHAHJAHANPUR,2013,Kharif,40137.0,244466400.0,6090.799013
Uttar Pradesh,SHAHJAHANPUR,2014,Kharif,42195.0,285086300.0,6756.400047
Uttar Pradesh,SHAHJAHANPUR,2015,Kharif,59226.0,397548600.0,6712.399959
Uttar Pradesh,SHAMLI,2013,Kharif,65837.0,504522100.0,7663.200024
Uttar Pradesh,SHAMLI,2014,Kharif,62990.0,496638400.0,7884.400699
Uttar Pradesh,SHAMLI,2015,Kharif,58917.0,475908000.0,8077.600692
Uttar Pradesh,SHRAVASTI,2013,Kharif,8308.0,45383200.0,5462.590274
Uttar Pradesh,SHRAVASTI,2014,Kharif,7179.0,37947100.0,5285.847611
Uttar Pradesh,SHRAVASTI,2015,Kharif,5732.0,31870000.0,5560.013957
Uttar Pradesh,SIDDHARTH NAGAR,2013,Kharif,2114.0,13014600.0,6156.385998
Uttar Pradesh,SIDDHARTH NAGAR,2014,Kharif,2377.0,14908600.0,6272.023559
Uttar Pradesh,SIDDHARTH NAGAR,2015,Kharif,2467.0,15113900.0,6126.428861
Uttar Pradesh,SITAPUR,2013,Kharif,144143.0,932259300.0,6467.60023
Uttar Pradesh,SITAPUR,2014,Kharif,148655.0,990339600.0,6661.999933
Uttar Pradesh,SITAPUR,2015,Kharif,146006.0,971699100.0,6655.199786
Uttar Pradesh,SONBHADRA,2013,Kharif,230.0,1466300.0,6375.217391
Uttar Pradesh,SONBHADRA,2014,Kharif,219.0,1440600.0,6578.082192
Uttar Pradesh,SONBHADRA,2015,Kharif,217.0,1454600.0,6703.225806
Uttar Pradesh,SULTANPUR,2013,Kharif,10192.0,55619800.0,5457.201727
Uttar Pradesh,SULTANPUR,2014,Kharif,10951.0,64882500.0,5924.801388
Uttar Pradesh,SULTANPUR,2015,Kharif,9363.0,50901000.0,5436.39859
Uttar Pradesh,UNNAO,2013,Kharif,927.0,5812900.0,6270.658037
Uttar Pradesh,UNNAO,2014,Kharif,695.0,4580900.0,6591.223022
Uttar Pradesh,UNNAO,2015,Kharif,618.0,4077400.0,6597.734628
Uttar Pradesh,VARANASI,2013,Kharif,3901.0,23696200.0,6074.391182
Uttar Pradesh,VARANASI,2014,Kharif,3996.0,25270700.0,6323.998999
Uttar Pradesh,VARANASI,2015,Kharif,3716.0,23563900.0,6341.200215
Uttarakhand,CHAMPAWAT,2013,Whole Year,1.0,5700.0,5700.0
Uttarakhand,CHAMPAWAT,2014,Whole Year,9.0,57700.0,6411.111111
Uttarakhand,CHAMPAWAT,2015,Whole Year,10.0,65200.0,6520.0
Uttarakhand,DEHRADUN,2013,Whole Year,3905.0,25460700.0,6520.025608
Uttarakhand,DEHRADUN,2014,Whole Year,4707.0,30972100.0,6580.008498
Uttarakhand,DEHRADUN,2015,Whole Year,3939.0,25524700.0,6479.994923
Uttarakhand,HARIDWAR,2013,Whole Year,75730.0,428631800.0,5660.0
Uttarakhand,HARIDWAR,2014,Whole Year,72710.0,430443200.0,5920.0
Uttarakhand,HARIDWAR,2015,Whole Year,70554.0,402863300.0,5709.999433
Uttarakhand,NAINITAL,2013,Whole Year,3915.0,22158900.0,5660.0
Uttarakhand,NAINITAL,2014,Whole Year,3721.0,23851600.0,6409.997313
Uttarakhand,NAINITAL,2015,Whole Year,3543.0,23100400.0,6520.01129
Uttarakhand,UDAM SINGH NAGAR,2013,Whole Year,22948.0,129885700.0,5660.000872
Uttarakhand,UDAM SINGH NAGAR,2014,Whole Year,19590.0,125571900.0,6410.0
Uttarakhand,UDAM SINGH NAGAR,2015,Whole Year,17492.0,114047800.0,6519.997713
West Bengal,24 PARAGANAS NORTH,2013,Whole Year,1781.0,17851300.0,10023.18922
West Bengal,24 PARAGANAS NORTH,2014,Whole Year,885.0,8233400.0,9303.276836
West Bengal,24 PARAGANAS NORTH,2015,Whole Year,1046.0,7020600.0,6711.854685
West Bengal,24 PARAGANAS SOUTH,2013,Whole Year,27.0,270600.0,10022.22222
West Bengal,24 PARAGANAS SOUTH,2014,Whole Year,26.0,241900.0,9303.846154
West Bengal,24 PARAGANAS SOUTH,2015,Whole Year,24.0,161100.0,6712.5
West Bengal,BANKURA,2013,Whole Year,1.0,12500.0,12500.0
West Bengal,BANKURA,2014,Whole Year,5.0,39300.0,7860.0
West Bengal,BANKURA,2015,Whole Year,27.0,254900.0,9440.740741
West Bengal,BIRBHUM,2013,Whole Year,756.0,5078100.0,6717.063492
West Bengal,BIRBHUM,2014,Whole Year,717.0,6081000.0,8481.171548
West Bengal,BIRBHUM,2015,Whole Year,733.0,6563800.0,8954.706685
West Bengal,COOCHBEHAR,2013,Whole Year,735.0,7523900.0,10236.59864
West Bengal,COOCHBEHAR,2014,Whole Year,455.0,4869200.0,10701.53846
West Bengal,COOCHBEHAR,2015,Whole Year,556.0,5207900.0,9366.726619
West Bengal,DARJEELING,2013,Whole Year,2.0,20500.0,10250.0
West Bengal,DARJEELING,2014,Whole Year,2.0,21400.0,10700.0
West Bengal,DARJEELING,2015,Whole Year,8.0,74900.0,9362.5
West Bengal,DINAJPUR UTTAR,2013,Whole Year,13.0,133100.0,10238.46154
West Bengal,DINAJPUR UTTAR,2014,Whole Year,425.0,4548100.0,10701.41176
West Bengal,DINAJPUR UTTAR,2015,Whole Year,624.0,5844800.0,9366.666667
West Bengal,HOOGHLY,2013,Whole Year,831.0,12652200.0,15225.27076
West Bengal,HOOGHLY,2014,Whole Year,830.0,14928900.0,17986.62651
West Bengal,HOOGHLY,2015,Whole Year,477.0,3564300.0,7472.327044
West Bengal,HOWRAH,2014,Whole Year,2.0,18600.0,9300.0
West Bengal,HOWRAH,2015,Whole Year,136.0,912800.0,6711.764706
West Bengal,JALPAIGURI,2013,Whole Year,170.0,1740200.0,10236.47059
West Bengal,JALPAIGURI,2014,Whole Year,250.0,2675400.0,10701.6
West Bengal,JALPAIGURI,2015,Whole Year,294.0,2753800.0,9366.666667
West Bengal,MALDAH,2013,Whole Year,2053.0,21015700.0,10236.58061
West Bengal,MALDAH,2014,Whole Year,1945.0,20814300.0,10701.43959
West Bengal,MALDAH,2015,Whole Year,2274.0,21300000.0,9366.754617
West Bengal,MEDINIPUR WEST,2013,Whole Year,3210.0,70818300.0,22061.7757
West Bengal,MEDINIPUR WEST,2014,Whole Year,4390.0,78961400.0,17986.65148
West Bengal,MEDINIPUR WEST,2015,Whole Year,4403.0,32900200.0,7472.223484
West Bengal,MURSHIDABAD,2013,Whole Year,3781.0,27162000.0,7183.813806
West Bengal,MURSHIDABAD,2014,Whole Year,4278.0,31295800.0,7315.521272
West Bengal,MURSHIDABAD,2015,Whole Year,2396.0,16081600.0,6711.853088
West Bengal,NADIA,2013,Whole Year,1923.0,19274600.0,10023.19293
West Bengal,NADIA,2014,Whole Year,1754.0,24821500.0,14151.3683
West Bengal,NADIA,2015,Whole Year,2079.0,13953900.0,6711.832612
West Bengal,PURBA BARDHAMAN,2013,Whole Year,1577.0,10156400.0,6440.32974
West Bengal,PURBA BARDHAMAN,2014,Whole Year,1440.0,11375400.0,7899.583333
West Bengal,PURBA BARDHAMAN,2015,Whole Year,1986.0,13645300.0,6870.745217
West Bengal,PURULIA,2013,Whole Year,161.0,794800.0,4936.645963
West Bengal,PURULIA,2014,Whole Year,324.0,1625000.0,5015.432099
West Bengal,PURULIA,2015,Whole Year,340.0,2540600.0,7472.352941
Andaman and Nicobar Islands,NICOBARS,2016,Autumn,18.43,2700.0,146.5002713
Andaman and Nicobar Islands,NICOBARS,2017,Autumn,17.0,1320.0,77.64705882
Andaman and Nicobar Islands,NICOBARS,2018,Autumn,3.0,1000.0,333.3333333
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2016,Autumn,44.7,49564.0,1108.814318
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2017,Autumn,54.05,15373.0,284.4218316
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2018,Autumn,94.83,38543.0,406.4431087
Andaman and Nicobar Islands,SOUTH ANDAMANS,2016,Autumn,58.2,102100.0,1754.295533
Andaman and Nicobar Islands,SOUTH ANDAMANS,2017,Autumn,39.47,22177.0,561.8697745
Andaman and Nicobar Islands,SOUTH ANDAMANS,2018,Autumn,18.55,26125.0,1408.355795
Andhra Pradesh,ANANTAPUR,2016,Whole Year,95.0,950000.0,10000.0
Andhra Pradesh,ANANTAPUR,2017,Whole Year,86.0,898100.0,10443.02326
Andhra Pradesh,ANANTAPUR,2018,Kharif,173.0,1643500.0,9500.0
Andhra Pradesh,CHITTOOR,2016,Whole Year,18214.0,159969900.0,8782.798946
Andhra Pradesh,CHITTOOR,2017,Whole Year,18177.0,173742000.0,9558.342961
Andhra Pradesh,CHITTOOR,2018,Kharif,17169.0,149601100.0,8713.442833
Andhra Pradesh,EAST GODAVARI,2016,Whole Year,10515.0,94339500.0,8971.89729
Andhra Pradesh,EAST GODAVARI,2017,Whole Year,10320.0,91254000.0,8842.44186
Andhra Pradesh,EAST GODAVARI,2018,Kharif,9854.0,88963600.0,9028.171301
Andhra Pradesh,GUNTUR,2016,Whole Year,267.0,2834100.0,10614.60674
Andhra Pradesh,GUNTUR,2017,Whole Year,226.0,2409000.0,10659.29204
Andhra Pradesh,GUNTUR,2018,Kharif,221.0,2116700.0,9577.828054
Andhra Pradesh,KADAPA,2016,Whole Year,245.0,1900500.0,7757.142857
Andhra Pradesh,KADAPA,2017,Whole Year,276.0,2685100.0,9728.623188
Andhra Pradesh,KADAPA,2018,Kharif,402.0,2631800.0,6546.766169
Andhra Pradesh,KRISHNA,2016,Whole Year,10983.0,99361000.0,9046.799599
Andhra Pradesh,KRISHNA,2017,Whole Year,10258.0,94566400.0,9218.795087
Andhra Pradesh,KRISHNA,2018,Kharif,13133.0,130498900.0,9936.716668
Andhra Pradesh,KURNOOL,2016,Whole Year,406.0,4270800.0,10519.21182
Andhra Pradesh,KURNOOL,2017,Whole Year,453.0,5925900.0,13081.45695
Andhra Pradesh,KURNOOL,2018,Kharif,695.0,6280000.0,9035.971223
Andhra Pradesh,PRAKASAM,2016,Whole Year,444.0,3463200.0,7800.0
Andhra Pradesh,PRAKASAM,2017,Whole Year,233.0,1656700.0,7110.300429
Andhra Pradesh,PRAKASAM,2018,Kharif,75.0,615000.0,8200.0
Andhra Pradesh,SPSR NELLORE,2016,Whole Year,1184.0,11442500.0,9664.273649
Andhra Pradesh,SPSR NELLORE,2017,Whole Year,962.0,9908600.0,10300.0
Andhra Pradesh,SPSR NELLORE,2018,Kharif,738.0,6267000.0,8491.869919
Andhra Pradesh,SRIKAKULAM,2016,Whole Year,5645.0,44453800.0,7874.89814
Andhra Pradesh,SRIKAKULAM,2017,Whole Year,5336.0,44880200.0,8410.832084
Andhra Pradesh,SRIKAKULAM,2018,Kharif,6007.0,45334900.0,7547.01182
Andhra Pradesh,VISAKHAPATANAM,2016,Whole Year,32364.0,190834300.0,5896.499197
Andhra Pradesh,VISAKHAPATANAM,2017,Whole Year,32153.0,184766000.0,5746.462227
Andhra Pradesh,VISAKHAPATANAM,2018,Kharif,31417.0,197170700.0,6275.923863
Andhra Pradesh,VIZIANAGARAM,2016,Whole Year,13272.0,88666300.0,6680.703737
Andhra Pradesh,VIZIANAGARAM,2017,Whole Year,12481.0,80625100.0,6459.826937
Andhra Pradesh,VIZIANAGARAM,2018,Kharif,11695.0,76041500.0,6502.052159
Andhra Pradesh,WEST GODAVARI,2016,Whole Year,9098.0,80539100.0,8852.396131
Andhra Pradesh,WEST GODAVARI,2017,Whole Year,7951.0,84949900.0,10684.17809
Andhra Pradesh,WEST GODAVARI,2018,Kharif,9946.0,98527800.0,9906.273879
Arunachal Pradesh,CHANGLANG,2016,Whole Year,595.0,838900.0,1409.915966
Arunachal Pradesh,CHANGLANG,2017,Whole Year,595.0,869300.0,1461.008403
Arunachal Pradesh,CHANGLANG,2018,Whole Year,595.0,873500.0,1468.067227
Arunachal Pradesh,EAST SIANG,2016,Whole Year,231.0,1029000.0,4454.545455
Arunachal Pradesh,EAST SIANG,2017,Whole Year,266.0,1029000.0,3868.421053
Arunachal Pradesh,EAST SIANG,2018,Whole Year,181.0,703900.0,3888.950276
Arunachal Pradesh,KAMLE,2018,Whole Year,52.0,154400.0,2969.230769
Arunachal Pradesh,KRA DAADI,2016,Whole Year,109.0,125600.0,1152.293578
Arunachal Pradesh,KRA DAADI,2017,Whole Year,109.0,131300.0,1204.587156
Arunachal Pradesh,KRA DAADI,2018,Whole Year,109.0,136300.0,1250.458716
Arunachal Pradesh,KURUNG KUMEY,2016,Whole Year,69.0,82200.0,1191.304348
Arunachal Pradesh,KURUNG KUMEY,2017,Whole Year,69.0,87900.0,1273.913043
Arunachal Pradesh,KURUNG KUMEY,2018,Whole Year,69.0,92100.0,1334.782609
Arunachal Pradesh,LOHIT,2016,Whole Year,30.0,73000.0,2433.333333
Arunachal Pradesh,LOHIT,2017,Whole Year,30.0,73000.0,2433.333333
Arunachal Pradesh,LOHIT,2018,Whole Year,30.0,77200.0,2573.333333
Arunachal Pradesh,LOWER DIBANG VALLEY,2016,Whole Year,134.0,242700.0,1811.19403
Arunachal Pradesh,LOWER DIBANG VALLEY,2017,Whole Year,134.0,253400.0,1891.044776
Arunachal Pradesh,LOWER DIBANG VALLEY,2018,Whole Year,134.0,257600.0,1922.38806
Arunachal Pradesh,LOWER SIANG,2018,Whole Year,144.0,524000.0,3638.888889
Arunachal Pradesh,LOWER SUBANSIRI,2016,Whole Year,124.0,354200.0,2856.451613
Arunachal Pradesh,LOWER SUBANSIRI,2017,Whole Year,124.0,354200.0,2856.451613
Arunachal Pradesh,LOWER SUBANSIRI,2018,Whole Year,83.0,241500.0,2909.638554
Arunachal Pradesh,NAMSAI,2016,Whole Year,40.0,98000.0,2450.0
Arunachal Pradesh,NAMSAI,2017,Whole Year,40.0,98000.0,2450.0
Arunachal Pradesh,NAMSAI,2018,Whole Year,40.0,102200.0,2555.0
Arunachal Pradesh,PAPUM PARE,2016,Whole Year,238.0,492800.0,2070.588235
Arunachal Pradesh,PAPUM PARE,2017,Whole Year,238.0,498500.0,2094.537815
Arunachal Pradesh,PAPUM PARE,2018,Whole Year,238.0,502700.0,2112.184874
Arunachal Pradesh,SIANG,2016,Whole Year,132.0,229500.0,1738.636364
Arunachal Pradesh,SIANG,2017,Whole Year,132.0,235500.0,1784.090909
Arunachal Pradesh,SIANG,2018,Whole Year,132.0,239700.0,1815.909091
Arunachal Pradesh,UPPER SIANG,2016,Whole Year,200.0,343700.0,1718.5
Arunachal Pradesh,UPPER SIANG,2017,Whole Year,200.0,354400.0,1772.0
Arunachal Pradesh,UPPER SIANG,2018,Whole Year,200.0,358600.0,1793.0
Arunachal Pradesh,UPPER SUBANSIRI,2016,Whole Year,72.0,208000.0,2888.888889
Arunachal Pradesh,UPPER SUBANSIRI,2017,Whole Year,72.0,208000.0,2888.888889
Arunachal Pradesh,UPPER SUBANSIRI,2018,Whole Year,61.0,178900.0,2932.786885
Arunachal Pradesh,WEST SIANG,2016,Whole Year,101.0,322900.0,3197.029703
Arunachal Pradesh,WEST SIANG,2017,Whole Year,101.0,322900.0,3197.029703
Arunachal Pradesh,WEST SIANG,2018,Whole Year,62.0,136600.0,2203.225806
Assam,BAKSA,2016,Whole Year,335.0,997400.0,2977.313433
Assam,BAKSA,2017,Whole Year,357.0,1031600.0,2889.635854
Assam,BAKSA,2018,Whole Year,360.0,780600.0,2168.333333
Assam,BARPETA,2016,Whole Year,387.0,1488600.0,3846.511628
Assam,BARPETA,2017,Whole Year,381.0,1425000.0,3740.15748
Assam,BARPETA,2018,Whole Year,382.0,1339400.0,3506.282723
Assam,BONGAIGAON,2016,Whole Year,218.0,838600.0,3846.788991
Assam,BONGAIGAON,2017,Whole Year,206.0,770500.0,3740.291262
Assam,BONGAIGAON,2018,Whole Year,213.0,746800.0,3506.103286
Assam,CACHAR,2016,Whole Year,174.0,568000.0,3264.367816
Assam,CACHAR,2017,Whole Year,158.0,486600.0,3079.746835
Assam,CACHAR,2018,Whole Year,143.0,415900.0,2908.391608
Assam,CHIRANG,2016,Whole Year,178.0,684700.0,3846.629213
Assam,CHIRANG,2017,Whole Year,103.0,385200.0,3739.805825
Assam,CHIRANG,2018,Whole Year,178.0,624100.0,3506.179775
Assam,DARRANG,2016,Whole Year,527.0,2420200.0,4592.409867
Assam,DARRANG,2017,Whole Year,529.0,2111500.0,3991.493384
Assam,DARRANG,2018,Whole Year,505.0,2025100.0,4010.09901
Assam,DHEMAJI,2016,Whole Year,330.0,1269400.0,3846.666667
Assam,DHEMAJI,2017,Whole Year,174.0,650800.0,3740.229885
Assam,DHEMAJI,2018,Whole Year,184.0,645100.0,3505.978261
Assam,DHUBRI,2016,Whole Year,325.0,1250200.0,3846.769231
Assam,DHUBRI,2017,Whole Year,245.0,916300.0,3740.0
Assam,DHUBRI,2018,Whole Year,325.0,1139600.0,3506.461538
Assam,DIBRUGARH,2016,Whole Year,129.0,496200.0,3846.511628
Assam,DIBRUGARH,2017,Whole Year,161.0,602200.0,3740.372671
Assam,DIBRUGARH,2018,Whole Year,160.0,561000.0,3506.25
Assam,DIMA HASAO,2016,Whole Year,3567.0,17925200.0,5025.287356
Assam,DIMA HASAO,2017,Whole Year,4219.0,21196300.0,5024.010429
Assam,DIMA HASAO,2018,Whole Year,4401.0,15431200.0,3506.294024
Assam,GOALPARA,2016,Whole Year,198.0,761600.0,3846.464646
Assam,GOALPARA,2017,Whole Year,273.0,1021100.0,3740.29304
Assam,GOALPARA,2018,Whole Year,284.0,995800.0,3506.338028
Assam,GOLAGHAT,2016,Whole Year,2245.0,6016500.0,2679.955457
Assam,GOLAGHAT,2017,Whole Year,2240.0,6124200.0,2734.017857
Assam,GOLAGHAT,2018,Whole Year,2212.0,5635500.0,2547.694394
Assam,HAILAKANDI,2016,Whole Year,157.0,603900.0,3846.496815
Assam,HAILAKANDI,2017,Whole Year,140.0,523600.0,3740.0
Assam,HAILAKANDI,2018,Whole Year,125.0,438300.0,3506.4
Assam,JORHAT,2016,Whole Year,842.0,2829500.0,3360.451306
Assam,JORHAT,2017,Whole Year,921.0,3033500.0,3293.702497
Assam,JORHAT,2018,Whole Year,930.0,2930100.0,3150.645161
Assam,KAMRUP,2016,Whole Year,892.0,2490700.0,2792.264574
Assam,KAMRUP,2017,Whole Year,752.0,2439300.0,3243.75
Assam,KAMRUP,2018,Whole Year,747.0,2121200.0,2839.625167
Assam,KAMRUP METRO,2016,Whole Year,119.0,457700.0,3846.218487
Assam,KAMRUP METRO,2017,Whole Year,101.0,377800.0,3740.594059
Assam,KAMRUP METRO,2018,Whole Year,102.0,357600.0,3505.882353
Assam,KARBI ANGLONG,2016,Whole Year,7954.0,31992400.0,4022.177521
Assam,KARBI ANGLONG,2017,Whole Year,7896.0,27890300.0,3532.20618
Assam,KARBI ANGLONG,2018,Whole Year,7891.0,31085200.0,3939.32328
Assam,KARIMGANJ,2016,Whole Year,200.0,737900.0,3689.5
Assam,KARIMGANJ,2017,Whole Year,152.0,551700.0,3629.605263
Assam,KARIMGANJ,2018,Whole Year,170.0,615600.0,3621.176471
Assam,KOKRAJHAR,2016,Whole Year,275.0,1057900.0,3846.909091
Assam,KOKRAJHAR,2017,Whole Year,287.0,1072900.0,3738.327526
Assam,KOKRAJHAR,2018,Whole Year,485.0,1700600.0,3506.391753
Assam,LAKHIMPUR,2016,Whole Year,357.0,1620400.0,4538.935574
Assam,LAKHIMPUR,2017,Whole Year,381.0,1662200.0,4362.729659
Assam,LAKHIMPUR,2018,Whole Year,368.0,1290300.0,3506.25
Assam,MARIGAON,2016,Whole Year,758.0,2852800.0,3763.588391
Assam,MARIGAON,2017,Whole Year,789.0,2486300.0,3151.204056
Assam,MARIGAON,2018,Whole Year,738.0,2141700.0,2902.03252
Assam,NAGAON,2016,Whole Year,7269.0,26011200.0,3578.373917
Assam,NAGAON,2017,Whole Year,6193.0,23107900.0,3731.293396
Assam,NAGAON,2018,Whole Year,6434.0,22486900.0,3495.01088
Assam,NALBARI,2016,Whole Year,120.0,424500.0,3537.5
Assam,NALBARI,2017,Whole Year,187.0,625900.0,3347.058824
Assam,NALBARI,2018,Whole Year,196.0,652100.0,3327.040816
Assam,SIVASAGAR,2016,Whole Year,159.0,611600.0,3846.540881
Assam,SIVASAGAR,2017,Whole Year,131.0,490000.0,3740.458015
Assam,SIVASAGAR,2018,Whole Year,119.0,417300.0,3506.722689
Assam,SONITPUR,2016,Whole Year,2672.0,10343100.0,3870.920659
Assam,SONITPUR,2017,Whole Year,2602.0,9459100.0,3635.318985
Assam,SONITPUR,2018,Whole Year,2564.0,9358300.0,3649.882995
Assam,TINSUKIA,2016,Whole Year,251.0,965500.0,3846.613546
Assam,TINSUKIA,2017,Whole Year,234.0,875100.0,3739.74359
Assam,TINSUKIA,2018,Whole Year,250.0,876600.0,3506.4
Assam,UDALGURI,2016,Whole Year,745.0,3001000.0,4028.187919
Assam,UDALGURI,2017,Whole Year,747.0,2980500.0,3989.959839
Assam,UDALGURI,2018,Whole Year,733.0,2581100.0,3521.282401
Bihar,ARWAL,2016,Whole Year,18.0,220500.0,12250.0
Bihar,ARWAL,2017,Whole Year,17.0,69200.0,4070.588235
Bihar,ARWAL,2018,Whole Year,17.0,160600.0,9447.058824
Bihar,AURANGABAD,2016,Whole Year,46.0,563500.0,12250.0
Bihar,AURANGABAD,2017,Whole Year,47.0,191300.0,4070.212766
Bihar,AURANGABAD,2018,Whole Year,47.0,444100.0,9448.93617
Bihar,BANKA,2016,Whole Year,2714.0,18862100.0,6949.926308
Bihar,BANKA,2017,Whole Year,862.0,5066500.0,5877.610209
Bihar,BANKA,2018,Whole Year,857.0,7577900.0,8842.35706
Bihar,BEGUSARAI,2016,Whole Year,2569.0,14618800.0,5690.463215
Bihar,BEGUSARAI,2017,Whole Year,2123.0,13594200.0,6403.297221
Bihar,BEGUSARAI,2018,Whole Year,2137.0,13099800.0,6129.995321
Bihar,BHAGALPUR,2016,Whole Year,5909.0,32804200.0,5551.565409
Bihar,BHAGALPUR,2017,Whole Year,1765.0,9726000.0,5510.481586
Bihar,BHAGALPUR,2018,Whole Year,1725.0,9761500.0,5658.84058
Bihar,BHOJPUR,2016,Whole Year,205.0,1114300.0,5435.609756
Bihar,BHOJPUR,2017,Whole Year,47.0,299900.0,6380.851064
Bihar,BHOJPUR,2018,Whole Year,2.0,11900.0,5950.0
Bihar,BUXAR,2016,Whole Year,162.0,869500.0,5367.283951
Bihar,BUXAR,2017,Whole Year,117.0,754000.0,6444.444444
Bihar,BUXAR,2018,Whole Year,6.0,35400.0,5900.0
Bihar,DARBHANGA,2016,Whole Year,2227.0,12823100.0,5758.015267
Bihar,DARBHANGA,2017,Whole Year,2238.0,13267500.0,5928.284182
Bihar,DARBHANGA,2018,Whole Year,2093.0,8032600.0,3837.84042
Bihar,GAYA,2016,Whole Year,192.0,1313000.0,6838.541667
Bihar,GAYA,2017,Whole Year,142.0,777500.0,5475.352113
Bihar,GAYA,2018,Whole Year,149.0,1018600.0,6836.241611
Bihar,GOPALGANJ,2016,Whole Year,21481.0,115352600.0,5369.982775
Bihar,GOPALGANJ,2017,Whole Year,24634.0,140252600.0,5693.456199
Bihar,GOPALGANJ,2018,Whole Year,18290.0,104195100.0,5696.834336
Bihar,JAMUI,2016,Whole Year,903.0,5116300.0,5665.891473
Bihar,JAMUI,2017,Whole Year,319.0,1692900.0,5306.896552
Bihar,JAMUI,2018,Whole Year,46.0,210300.0,4571.73913
Bihar,JEHANABAD,2016,Whole Year,17.0,208300.0,12252.94118
Bihar,JEHANABAD,2017,Whole Year,39.0,158700.0,4069.230769
Bihar,KAIMUR (BHABUA),2016,Whole Year,120.0,644100.0,5367.5
Bihar,KAIMUR (BHABUA),2017,Whole Year,74.0,476900.0,6444.594595
Bihar,KAIMUR (BHABUA),2018,Whole Year,54.0,320900.0,5942.592593
Bihar,KATIHAR,2016,Whole Year,226.0,1266700.0,5604.867257
Bihar,KATIHAR,2018,Whole Year,237.0,1343500.0,5668.776371
Bihar,KISHANGANJ,2016,Whole Year,85.0,489300.0,5756.470588
Bihar,KISHANGANJ,2017,Whole Year,86.0,511900.0,5952.325581
Bihar,KISHANGANJ,2018,Whole Year,92.0,521500.0,5668.478261
Bihar,MADHEPURA,2016,Whole Year,313.0,2087200.0,6668.370607
Bihar,MADHEPURA,2017,Whole Year,182.0,1111200.0,6105.494505
Bihar,MADHEPURA,2018,Whole Year,210.0,1412700.0,6727.142857
Bihar,MADHUBANI,2016,Whole Year,11.0,58200.0,5290.909091
Bihar,MADHUBANI,2017,Whole Year,15.0,85700.0,5713.333333
Bihar,MADHUBANI,2018,Whole Year,24.0,142800.0,5950.0
Bihar,MUNGER,2016,Whole Year,81.0,463700.0,5724.691358
Bihar,MUNGER,2017,Whole Year,91.0,516900.0,5680.21978
Bihar,MUNGER,2018,Whole Year,47.0,286600.0,6097.87234
Bihar,MUZAFFARPUR,2016,Whole Year,1267.0,4631100.0,3655.169692
Bihar,MUZAFFARPUR,2017,Whole Year,1268.0,4478600.0,3532.018927
Bihar,MUZAFFARPUR,2018,Whole Year,1181.0,4002900.0,3389.415749
Bihar,NALANDA,2016,Whole Year,153.0,829700.0,5422.875817
Bihar,NALANDA,2017,Whole Year,117.0,742700.0,6347.863248
Bihar,NALANDA,2018,Whole Year,94.0,554500.0,5898.93617
Bihar,NAWADA,2016,Whole Year,106.0,1032300.0,9738.679245
Bihar,NAWADA,2017,Whole Year,75.0,367300.0,4897.333333
Bihar,NAWADA,2018,Whole Year,77.0,602900.0,7829.87013
Bihar,PASHCHIM CHAMPARAN,2016,Whole Year,144153.0,751628200.0,5214.100296
Bihar,PASHCHIM CHAMPARAN,2017,Whole Year,144026.0,869355300.0,6036.099732
Bihar,PASHCHIM CHAMPARAN,2018,Whole Year,143958.0,1577952400.0,10961.19979
Bihar,PATNA,2016,Whole Year,118.0,669600.0,5674.576271
Bihar,PATNA,2017,Whole Year,111.0,673600.0,6068.468468
Bihar,PATNA,2018,Whole Year,55.0,314300.0,5714.545455
Bihar,PURBI CHAMPARAN,2016,Whole Year,23003.0,125324800.0,5448.193714
Bihar,PURBI CHAMPARAN,2017,Whole Year,22762.0,98605400.0,4332.018276
Bihar,PURBI CHAMPARAN,2018,Whole Year,21321.0,96344300.0,4518.751466
Bihar,PURNIA,2016,Whole Year,29.0,155700.0,5368.965517
Bihar,PURNIA,2017,Whole Year,37.0,218600.0,5908.108108
Bihar,PURNIA,2018,Whole Year,11.0,103900.0,9445.454545
Bihar,SAHARSA,2016,Whole Year,166.0,918700.0,5534.337349
Bihar,SAHARSA,2017,Whole Year,146.0,866100.0,5932.191781
Bihar,SAHARSA,2018,Whole Year,135.0,1212900.0,8984.444444
Bihar,SAMASTIPUR,2016,Whole Year,3098.0,16472100.0,5317.010975
Bihar,SAMASTIPUR,2017,Whole Year,2790.0,16538400.0,5927.741935
Bihar,SAMASTIPUR,2018,Whole Year,2971.0,14312100.0,4817.266913
Bihar,SARAN,2016,Whole Year,646.0,3415300.0,5286.842105
Bihar,SARAN,2017,Whole Year,335.0,1779900.0,5313.134328
Bihar,SARAN,2018,Whole Year,378.0,2596900.0,6870.10582
